"","bands_1","bands_2","def_pa","def_ua","for_pa","for_ua","pas_pa","pas_ua"
"1","blue,bnir,green,nnir,red,swir1,swir2","evi,ndmi,ndvi",0.0290193878088837,1.70691277011068e-07,0.0422162834932953,0.071491076124289,2.1879309593687e-12,2.97471470096226e-12
