"","used_bands","def_pa_mean","def_pa_sd","def_ua_mean","def_ua_sd","pas_pa_mean","pas_pa_sd","pas_ua_mean","pas_ua_sd","for_pa_mean","for_pa_sd","for_ua_mean","for_ua_sd","def_pa_min","def_pa_max","def_ua_min","def_ua_max"
"1","blue,bnir,green,nnir,red,swir1,swir2",0.572567783094099,0.056986864522556,0.966508239235512,0.0424181614163123,0.922430830039526,0.00806940858254008,0.856630073546606,0.00854515017272032,0.404848975821863,0.212337717034146,0.550663438671807,0.206660497566895,0.474681255038608,0.67045431114959,0.843515731729249,1.08950074674177
"2","evi,ndmi,ndvi",0.542264752791069,0.0483180549378013,0.899431376704103,0.0359222693876364,0.87796442687747,0.00849493520951059,0.829147866253757,0.00787654215695475,0.325967965521395,0.164604262673399,0.59158241840155,0.176111000448736,0.463661218442492,0.620868287139645,0.802502528075131,0.996360225333076
