"","bands_1","bands_2","def_pa","def_ua","for_pa","for_ua","pas_pa","pas_ua"
"1","blue,bnir,green,nnir,red,swir1,swir2","evi,ndmi,ndvi",0.355417028873753,0.351934414688676,0.155122837256528,0.3702755435921,0.773055485219349,0.647631576761073
