"","bands_1","bands_2","def_pa","def_ua","for_pa","for_ua","pas_pa","pas_ua"
"1","blue,bnir,green,nnir,red,swir1,swir2","evi,ndmi,ndvi",0.000459465239977658,1.95370461985848e-06,0.0818689069222025,0.111593408953226,0.004806553600985,0.974347157374078
