"","used_bands","def_pa_mean","def_pa_sd","def_ua_mean","def_ua_sd","pas_pa_mean","pas_pa_sd","pas_ua_mean","pas_ua_sd","for_pa_mean","for_pa_sd","for_ua_mean","for_ua_sd","def_pa_min","def_pa_max","def_ua_min","def_ua_max"
"1","blue,bnir,green,nnir,red,swir1,swir2",0.616883116883117,0.0225591597247574,0.948538800492823,0.020015454974026,0.887134821266558,0.00619427940980311,0.905281998361492,0.00874218735827238,0.659556878306878,0.051450243771578,0.687773888116373,0.177311037365655,0.5751340225873,0.658632211178934,0.891582493535681,1.00549510744997
"2","evi,ndmi,ndvi",0.511544011544012,0.0429732274244058,0.764778564634014,0.0491717493360744,0.872981310107059,0.0103453377565599,0.86893731630066,0.0087924162515827,0.545454545454545,0.0703214466123796,0.570637057040736,0.133292881075276,0.44559592010699,0.577492102981033,0.651962065000655,0.877595064267374
