"","bands_1","bands_2","def_pa","def_ua","for_pa","for_ua","pas_pa","pas_ua"
"1","blue,bnir,green,nnir,red,swir1,swir2","evi,ndmi,ndvi",4.79709546786659e-11,2.49978173834893e-12,7.30185425108155e-11,0.000119055569932913,4.7437697412976e-08,2.91508879400589e-12
